1	200093	2.05754	2283.05	9236.2	4362.8	18.8	1.62529
2	8014	2.06212	88.0121	339.2	161.2	18.8	1.36332
3	355839	2.03269	4639.62	19316.6	9362.8	18.8	1.69034
4	32671.8	2.03973	289.248	1132.4	545.2	18.8	1.45361
1	2.90792e+07	2.12473	227990	1.00901e+06	475414	21.6	1.89652
2	149042	2.03995	896.794	3763.8	1820.8	21.6	1.46399
3	1.29872e+08	2.09214	1.16238e+06	5.27851e+06	2.5393e+06	22.4	1.99578
4	1.33314e+06	2.09138	6491.41	27776.6	13437.2	21.6	1.60593
1	2.36598e+06	2.15265	29753.9	128809	61478.6	21	1.75118
2	54055.2	2.12169	647.449	2694.6	1303	21	1.45666
3	7.35994e+06	2.08446	99147.2	435946	212082	21	1.85586
4	383786	2.10425	3038.68	12835.2	6187.4	21	1.56906
1	45009.8	2.13487	920.233	3677.2	1719.4	17.2	1.61175
2	4309.4	2.14405	90.2795	347.8	164.2	17.6	1.39442
3	512975	2.07384	9851.4	41829.8	20301	17.6	1.83056
4	10725.4	2.1226	143.167	555.4	263	17.2	1.44401
1	42375.6	2.1344	955.288	3803.6	1805	18.8	1.55037
2	4075.2	2.11802	71.3157	278.8	133	18.8	1.34918
3	96137.8	2.05537	2613.78	10874.8	5375.8	18.8	1.63947
4	9761.4	2.10037	169.441	671.6	323.6	18.8	1.41377
1	8.89506e+06	2.13156	130317	575140	273111	21.2	1.86934
2	86033.4	2.15078	1139.04	4807.2	2349.8	21.2	1.49167
3	1.00491e+07	2.06754	191254	850836	413670	21.6	1.88161
4	576106	2.13338	7647.81	33232.6	16055.8	21.2	1.63411
