1	6625.21	1.75991	57.2638	293.81	169.12	10.82	1.69084
2	2438.6	1.74878	16.0402	72.08	41.47	10.82	1.48492
3	17432.8	1.70629	88.8385	476.19	280.83	10.82	1.76801
4	7837.54	1.73772	25.9292	125.64	73.1	10.82	1.56316
1	2244.26	1.75991	57.2638	293.81	169.12	10.82	1.69084
2	591.82	1.74878	16.0402	72.08	41.47	10.82	1.48492
3	2814.54	1.70629	88.8385	476.19	280.83	10.82	1.76801
4	1140	1.73772	25.9292	125.64	73.1	10.82	1.56316
1	4173.01	1.7562	91.7439	493.76	285.14	11.14	1.74497
2	950.28	1.75539	22.3551	107.9	62.47	11.16	1.52114
3	5393.6	1.70808	145.063	813.02	479.11	11.22	1.81705
4	1765.89	1.7399	36.7291	188.39	110.05	11.14	1.60038
