1	94.9583	0.958333	1.68296	9.91667	8.95833	4.5	1.665
2	112.833	0.958333	1.67671	9.66667	8.70833	4.5	1.65558
3	96.875	0.958333	1.69027	10.1667	9.20833	4.5	1.67424
4	104.083	0.958333	1.68296	9.91667	8.95833	4.5	1.665
1	39.375	0.958333	1.68296	9.91667	8.95833	4.5	1.665
2	40.375	0.958333	1.67671	9.66667	8.70833	4.5	1.65558
3	36	0.958333	1.69027	10.1667	9.20833	4.5	1.67424
4	37.7917	0.958333	1.68296	9.91667	8.95833	4.5	1.665
1	83.75	0.958333	1.68296	9.91667	8.95833	4.5	1.665
2	81.5	0.958333	1.67671	9.66667	8.70833	4.5	1.65558
3	62.4167	0.958333	1.69027	10.1667	9.20833	4.5	1.67424
4	73.125	0.958333	1.68296	9.91667	8.95833	4.5	1.665
