1542	2.02857	20.1714	72	16	16	1	1
3002	2.10204	29.6122	104	16	16	1	1
68717	2.06775	719.084	2931	21	21	1	1
1143	2.13636	14.7727	48	12	12	1	1
1070	2.21739	15.2609	52	13	13	1	1
913617	2.08118	9003.81	38326	28	28	1	1
1423	2.03448	16.6897	60	13	13	1	1
20548	2.11444	195.681	777	20	20	1	1
9006	2.02367	92.8817	343	18	18	1	1
1681	2.12903	19.0323	67	13	13	1	1
14532	2.08696	139.115	529	18	18	1	1
14545	2.13235	150.904	581	20	20	1	1
1266	2.06667	17.9	63	13	13	1	1
1768900	2.08339	18472.5	80297	29	29	1	1
432	2	7.91667	25	11	11	1	1
803	2.15	13.15	44	12	12	1	1
90454	2.1094	1185.14	4783	23	23	1	1
3981	2.14815	48.1235	175	15	15	1	1
1520	2.075	25.875	84	14	14	1	1
200357	2.09602	2051.22	8645	26	26	1	1
2019	2.2381	25.0476	95	14	14	1	1
2034	2.02128	26.5957	96	13	13	1	1
11433	2.16418	149.866	581	21	21	1	1
2084	1.97436	22	78	14	14	1	1
677	2	9.16667	25	11	11	1	1
909	2.09091	14.7727	47	12	12	1	1
1129	2.23077	15.9615	59	13	13	1	1
1576	2.24324	23.8378	84	14	14	1	1
8150	2.05473	104.776	414	19	19	1	1
545	2.08333	8.25	26	11	11	1	1
