249	1.61905	8.28571	35	7	7	1	1
571	1.77551	18.6531	88	10	10	1	1
142	1.72727	5.81818	20	6	6	1	1
166	1.61538	6.46154	22	6	6	1	1
218	1.77778	9.11111	33	7	7	1	1
627	1.68085	19.3404	80	9	9	1	1
326	1.65	8.9	34	7	7	1	1
164	1.61538	6.76923	22	6	6	1	1
143	1.75	6	22	6	6	1	1
71	1.42857	3.14286	11	6	6	1	1
1054	1.71875	34.1354	166	11	11	1	1
291	1.86957	11.6522	44	8	8	1	1
250	1.80952	10.8571	39	8	8	1	1
142	1.72727	5.90909	20	6	6	1	1
440	1.71795	16.3333	68	9	9	1	1
327	1.78571	12.7857	51	8	8	1	1
154	1.75	6	22	6	6	1	1
530	1.6	18.14	81	9	9	1	1
263	1.72727	9.22727	39	8	8	1	1
296	1.76	11.28	45	8	8	1	1
66	1.42857	3.14286	11	6	6	1	1
1551	1.73239	49.5493	247	12	12	1	1
147	1.61538	6.23077	22	6	6	1	1
321	1.74074	11.037	48	8	8	1	1
129	1.8	5.5	19	6	6	1	1
793	1.75714	28.4	124	10	10	1	1
300	1.69231	10.9615	45	8	8	1	1
475	1.7561	16.1707	73	9	9	1	1
1238	1.66667	36.3333	181	12	12	1	1
388	1.71429	14.4	61	9	9	1	1
523	1.73913	17.8043	81	9	9	1	1
109	1.66667	5.11111	16	6	6	1	1
564	1.78723	17.7021	85	9	9	1	1
310	1.85714	10.8095	40	8	8	1	1
121	1.6	5.1	17	6	6	1	1
748	1.80851	20.2553	86	10	10	1	1
187	1.61538	6.76923	22	6	6	1	1
277	1.77778	8.44444	33	7	7	1	1
509	1.65217	17.1957	77	9	9	1	1
426	1.71795	16.1795	68	9	9	1	1
4566	1.68545	133.556	719	14	14	1	1
4818	1.72055	141.266	746	14	14	1	1
304	1.75	9.875	43	8	8	1	1
125	1.8	5.5	19	6	6	1	1
1158	1.74286	36.7143	184	12	12	1	1
1842	1.74	52.6933	262	12	12	1	1
438	1.64865	14.6216	62	9	9	1	1
742	1.76667	24.4333	107	10	10	1	1
260	1.77273	9.27273	40	8	8	1	1
227	1.57143	8.19048	34	7	7	1	1
301	1.69231	10.8846	45	8	8	1	1
216	1.77778	8.5	33	7	7	1	1
445	1.71429	14.6857	61	9	9	1	1
109	1.66667	5.11111	16	6	6	1	1
1656	1.70968	54.3161	266	12	12	1	1
330	1.66667	11.0741	46	8	8	1	1
116	1.6	5.1	17	6	6	1	1
232	1.77778	9.11111	33	7	7	1	1
323	1.78261	9.95652	42	8	8	1	1
255	1.94737	10.3684	38	8	8	1	1
679	1.65079	22.9524	105	10	10	1	1
465	1.68293	17.1951	70	9	9	1	1
583	1.72	18.36	87	10	10	1	1
223	1.57895	8.57895	31	7	7	1	1
3573	1.68976	107.166	562	14	14	1	1
310	1.76923	11.5385	47	8	8	1	1
887	1.67073	29.3415	138	10	10	1	1
1722	1.74603	45.5079	221	11	11	1	1
610	1.73684	15.0263	67	9	9	1	1
1389	1.76636	38.6916	190	12	12	1	1
288	1.66667	10.0833	41	8	8	1	1
766	1.71212	25.9242	114	10	10	1	1
683	1.73333	23.5833	105	10	10	1	1
1300	1.66372	39.2301	189	12	12	1	1
1626	1.72789	51.0884	255	12	12	1	1
2878	1.68773	92.0074	455	13	13	1	1
11108	1.67621	298.743	1699	16	16	1	1
23586	1.68108	643.203	3617	18	18	1	1
1542	1.71533	46.1679	236	12	12	1	1
530	1.83721	18.907	80	10	10	1	1
1180	1.66055	36.0826	182	12	12	1	1
1116	1.76042	35.7708	170	11	11	1	1
1566	1.75	45.8712	232	12	12	1	1
13622	1.70517	384.452	2112	17	17	1	1
1597	1.81915	36.4468	172	11	11	1	1
581	1.84615	17.2821	73	9	9	1	1
6857	1.68779	197.706	1093	15	15	1	1
4460	1.67488	129.549	681	14	14	1	1
532	1.77273	17.7273	79	9	9	1	1
505	1.77273	18.0227	79	9	9	1	1
579	1.77273	17.0682	79	10	10	1	1
1373	1.70635	44.381	216	12	12	1	1
18214	1.71299	514.015	2836	17	17	1	1
453	1.72973	15.2703	65	9	9	1	1
534	1.6875	17.4792	82	10	10	1	1
850	1.75676	29.6216	131	11	11	1	1
689	1.72131	23.8689	106	10	10	1	1
4322	1.69154	128.102	681	14	14	1	1
1214	1.77143	40.4286	187	12	12	1	1
1352	1.69167	42.8333	204	12	12	1	1
