3	0	1	1	0	0	1	1
96	1	1.69231	14	6	6	0	0
97	1	1.69231	14	6	6	0	0
50	1	1.83333	7	4	4	1	1
50	1	1.83333	7	4	4	1	1
147	1	1.69231	14	6	6	0	0
21	1	1.5	3	1	1	1	1
103	1	1.69231	14	6	6	0	0
97	1	1.69231	14	6	6	0	0
104	1	1.69231	14	6	6	0	0
35	1	1.75	5	3	3	1	1
36	1	1.66667	4	2	2	1	1
96	1	1.69231	14	6	6	0	0
37	1	1.75	5	3	3	1	1
19	1	1.5	3	1	1	1	1
31	1	1.66667	4	2	2	1	1
97	1	1.69231	14	6	6	0	0
95	1	1.69231	14	6	6	0	0
73	1	1.875	9	5	5	1	1
110	1	1.69231	14	6	6	0	0
96	1	1.69231	14	6	6	0	0
103	1	1.69231	14	6	6	0	0
65	1	1.875	9	5	5	1	1
94	1	1.83333	13	6	6	1	1
