3	0	1	1	0	0	1	1
97	1	1.69231	14	6	6	0	0
90	1	1.69231	14	6	6	0	0
47	1	1.8	6	4	4	1	1
42	1	1.8	6	4	4	1	1
90	1	1.69231	14	6	6	0	0
94	1	1.5	3	1	1	1	1
181	1	1.69231	14	6	6	0	0
109	1	1.69231	14	6	6	0	0
100	1	1.69231	14	6	6	0	0
72	1	1.75	5	3	3	1	1
27	1	1.66667	4	2	2	1	1
109	1	1.69231	14	6	6	0	0
33	1	1.75	5	3	3	1	1
19	1	1.5	3	1	1	1	1
26	1	1.66667	4	2	2	1	1
129	1	1.69231	14	6	6	0	0
99	1	1.69231	14	6	6	0	0
54	1	1.83333	7	5	5	1	1
91	1	1.69231	14	6	6	0	0
97	1	1.69231	14	6	6	0	0
89	1	1.69231	14	6	6	0	0
91	1	1.83333	7	5	5	1	1
167	1	1.83333	13	6	6	1	1
