3	0	1	1	0	0	1	1
85	1	1.69231	14	6	6	0	0
84	1	1.69231	14	6	6	0	0
47	1	1.85714	8	4	4	1	1
52	1	1.85714	8	4	4	1	1
86	1	1.69231	14	6	6	0	0
16	1	1.5	3	1	1	1	1
93	1	1.69231	14	6	6	0	0
77	1	1.69231	14	6	6	0	0
93	1	1.69231	14	6	6	0	0
36	1	1.8	6	3	3	1	1
23	1	1.66667	4	2	2	1	1
86	1	1.69231	14	6	6	0	0
39	1	1.8	6	3	3	1	1
16	1	1.5	3	1	1	1	1
31	1	1.66667	4	2	2	1	1
89	1	1.69231	14	6	6	0	0
84	1	1.69231	14	6	6	0	0
60	1	1.88889	10	5	5	1	1
90	1	1.69231	14	6	6	0	0
86	1	1.69231	14	6	6	0	0
80	1	1.69231	14	6	6	0	0
60	1	1.88889	10	5	5	1	1
82	1	1.83333	13	6	6	1	1
