5	0	1	1	0	0	1	1
123	1	1.69231	14	6	6	0	0
194	1	1.69231	14	6	6	0	0
57	1	1.83333	7	4	4	1	1
72	1	1.83333	7	4	4	1	1
115	1	1.69231	14	6	6	0	0
25	1	1.5	3	1	1	1	1
124	1	1.69231	14	6	6	0	0
114	1	1.69231	14	6	6	0	0
140	1	1.69231	14	6	6	0	0
33	1	1.75	5	3	3	1	1
26	1	1.66667	4	2	2	1	1
93	1	1.69231	14	6	6	0	0
33	1	1.75	5	3	3	1	1
21	1	1.5	3	1	1	1	1
27	1	1.66667	4	2	2	1	1
91	1	1.69231	14	6	6	0	0
94	1	1.69231	14	6	6	0	0
177	1	1.875	9	5	5	1	1
91	1	1.69231	14	6	6	0	0
114	1	1.69231	14	6	6	0	0
88	1	1.69231	14	6	6	0	0
63	1	1.875	9	5	5	1	1
90	1	1.83333	13	6	6	1	1
