159	1.71429	3.71429	13	1
152	1.71429	3.71429	13	1
151	1.42857	3.14286	11	1
425	1.65	8.35	34	1
1744	1.69318	31.9205	150	1
495	1.85714	9.80952	40	1
161	1.71429	3.71429	13	1
479	1.85	9.7	38	1
229	1.8	5.5	19	1
159	1.71429	3.71429	13	1
232	1.8	5.5	19	1
1292	1.70968	21.871	107	1
251	1.9	6.5	20	1
150	1.71429	3.71429	13	1
160	1.71429	4.85714	13	1
903	1.74359	17.1795	69	1
168	1.71429	4.28571	13	1
692	1.74194	12.5806	55	1
270	1.9	6.5	20	1
443	1.65	9.1	34	1
239	1.8	5.5	19	1
158	1.71429	3.71429	13	1
325	1.81818	6.09091	21	1
315	1.84615	7.92308	25	1
242	1.9	6.5	20	1
164	1.71429	4.28571	13	1
355	1.84615	7.92308	25	1
261	1.81818	6.09091	21	1
162	1.71429	4.85714	13	1
425	1.93333	8.2	30	1
4110	1.73936	64.5213	328	1
739	1.75862	12.8966	52	1
167	1.71429	4.28571	13	1
321	1.6875	7.75	28	1
398	1.65	8.35	34	1
1594	1.72152	30.1013	137	1
151	1.71429	4.28571	13	1
222	1.8	5.5	19	1
196	1.66667	4.11111	16	1
241	1.9	6.5	20	1
364	1.9	6.5	20	1
1044	1.69231	20.2308	89	1
147	1.71429	4.28571	13	1
365	1.76471	7.94118	31	1
247	1.9	6.5	20	1
129	1.42857	3.14286	11	1
977	1.68889	17.6222	77	1
225	1.8	5.5	19	1
183	1.66667	4.11111	16	1
315	1.84615	6.69231	25	1
405	1.81818	6.09091	21	1
242	1.66667	4.11111	16	1
283	1.83333	7	23	1
337	1.93333	8.2	30	1
252	1.9	6.5	20	1
1107	1.71698	18.9811	92	1
245	1.81818	6.09091	21	1
250	1.8	5.5	19	1
183	1.71429	4.28571	13	1
4730	1.71308	79.1646	407	1
182	1.66667	4.11111	16	1
533	1.81818	10.8636	41	1
237	1.9	6.5	20	1
3222	1.71429	52.7013	265	1
2035	1.73529	34.049	178	1
4999	1.68441	85.2091	444	1
253	1.81818	6.09091	21	1
365	1.76471	8.58823	31	1
9501	1.67629	151.8	814	1
1690	1.7093	30.7209	148	1
954	1.73333	18.6444	79	1
5425	1.70144	90.9352	474	1
2194	1.7451	37.5588	179	1
1179	1.66102	20.1356	99	1
1160	1.78182	21.4364	99	1
779	1.80645	12.7097	57	1
554	1.76923	11	47	1
842	1.83784	16.1892	69	1
495	1.90476	10.8095	41	1
2103	1.72115	37.0288	180	1
810	1.77778	15.4167	65	1
301	1.83333	7	23	1
497	1.81818	10.1364	41	1
414	1.78571	7.42857	26	1
495	1.79167	10.1667	44	1
926	1.67391	18.0217	78	1
470	1.81818	10.2727	41	1
993	1.7551	20.4694	87	1
279	1.84615	6.53846	25	1
645	1.85714	13.0714	53	1
302	1.76923	6.30769	24	1
408	1.83333	9.11111	34	1
344	1.73333	7.06667	27	1
1564	1.72727	28.5065	134	1
409	1.65	8.25	34	1
617	1.76471	8.35294	31	1
247	1.81818	6.09091	21	1
4386	1.69124	74.1613	368	1
451	1.65	8.1	34	1
421	1.83333	9.11111	34	1
