181	1.71429	3.71429	13	1
180	1.71429	3.71429	13	1
169	1.42857	3.14286	11	1
1152	1.8	16.475	73	1
5724	1.72093	88.4535	445	1
653	1.88	12.52	48	1
181	1.71429	3.71429	13	1
784	1.83333	14.1	56	1
452	1.75	7.5625	29	1
167	1.71429	3.71429	13	1
393	1.73333	7.2	27	1
6628	1.74359	79.8932	409	1
591	1.83333	6.83333	23	1
271	1.71429	3.71429	13	1
221	1.71429	4.85714	13	1
2489	1.78351	37.6082	174	1
213	1.71429	4.28571	13	1
1968	1.73864	32.7841	154	1
373	1.91667	7.41667	24	1
950	1.72093	16.3953	75	1
375	1.76471	8.11765	31	1
156	1.71429	3.71429	13	1
397	1.78571	6.71429	26	1
787	1.75862	12.1724	52	1
357	1.85714	7.92857	27	1
236	1.71429	4.28571	13	1
648	1.70968	12.4839	54	1
397	1.76471	7.76471	31	1
163	1.71429	4.85714	13	1
572	1.69231	11.8846	45	1
18486	1.72209	275.165	1482	1
1829	1.72941	31.1059	148	1
150	1.71429	4.28571	13	1
574	1.71429	11.8929	49	1
808	1.77778	14.0556	65	1
3740	1.69892	67.4516	317	1
159	1.71429	4.28571	13	1
370	1.76471	8.17647	31	1
390	1.8	7.46667	28	1
294	1.83333	6.83333	23	1
328	1.91667	7.41667	24	1
4425	1.74641	72.8325	366	1
157	1.71429	4.28571	13	1
526	1.73077	11.0385	46	1
335	1.85714	7.92857	27	1
129	1.42857	3.14286	11	1
2246	1.76636	41.0654	190	1
321	1.73333	6.93333	27	1
367	1.93333	8	30	1
553	1.88	12	48	1
469	1.76471	7.82353	31	1
387	1.93333	8	30	1
630	1.75862	12.7241	52	1
565	1.7037	12.2222	47	1
330	1.83333	7	23	1
4310	1.76471	71.799	361	1
319	1.78571	6.71429	26	1
351	1.75	7.3125	29	1
190	1.71429	4.28571	13	1
24203	1.7282	376.36	2042	1
334	1.8	7.46667	28	1
1104	1.79592	20.4898	89	1
253	1.83333	7	23	1
13263	1.73431	224.975	1189	1
6165	1.71246	103.39	537	1
19571	1.72349	318.066	1740	1
344	1.8125	7.5625	30	1
617	1.66667	12.5667	51	1
40405	1.71442	634.3	3543	1
5304	1.73191	77.7702	408	1
2382	1.70093	39.5047	183	1
17721	1.73225	276.328	1489	1
9020	1.72577	138.203	731	1
4701	1.72273	74.3409	380	1
3179	1.72483	55.1611	258	1
1968	1.76667	33.3333	160	1
1037	1.8	18.6667	82	1
1657	1.76	29.2533	133	1
1238	1.8	22.7091	100	1
5348	1.78189	87.6214	434	1
4658	1.73973	75.1416	382	1
693	1.76667	12.7667	54	1
1198	1.79592	20.4898	89	1
701	1.74194	13.1935	55	1
1891	1.76667	33.5111	160	1
3498	1.7093	58.8895	295	1
582	1.84	12.4	47	1
2412	1.73554	43.2975	211	1
588	1.84615	11.9231	49	1
1652	1.6988	30.988	142	1
830	1.78378	16.4595	67	1
781	1.76316	16.7105	68	1
868	1.82051	17.6667	72	1
4030	1.71579	67.1053	327	1
807	1.78378	14.6757	67	1
613	1.66667	12.4	51	1
363	1.8125	7.375	30	1
10593	1.76983	174.203	916	1
965	1.8	16.925	73	1
813	1.76923	17.1795	70	1
